COMMON_NAME,SPECIES_CODE
Gray-necked Rockfowl,gynroc1
Cape Rockjumper,rufroc1
Drakensberg Rockjumper,orbroc1
Malaysian Rail-babbler,marbab1
Bearded Reedling,bearee1
Western Nicator,yesnic1
Eastern Nicator,easnic1
Yellow-throated Nicator,yetnic1
Greater Hoopoe-Lark,grhlar1
Lesser Hoopoe-Lark,lehlar1
Spike-heeled Lark,sphlar1
Beesley's Lark,beelar1
Gray's Lark,gralar2
Short-clawed Lark,shclar1
Karoo Long-billed Lark,klblar1
Benguela Lark,benlar1
Eastern Long-billed Lark,elblar1
Cape Lark,caplar1
Agulhas Lark,agular1
Rufous-rumped Lark,rurlar1
Dusky Lark,duslar1
Thick-billed Lark,thblar1
Bar-tailed Lark,batlar1
Rufous-tailed Lark,rutlar2
Desert Lark,deslar1
Black-eared Sparrow-Lark,beslar1
Madagascar Lark,madlar1
Chestnut-backed Sparrow-Lark,cbslar1
Black-crowned Sparrow-Lark,bcslar1
Ashy-crowned Sparrow-Lark,ascspl1
Chestnut-headed Sparrow-Lark,chhspl1
Gray-backed Sparrow-Lark,gybspl1
Fischer's Sparrow-Lark,fislar1
Sabota Lark,sablar2
Pink-breasted Lark,piblar3
Fawn-colored Lark,faclar2
Foxy Lark,foxlar1
Karoo Lark,karlar2
Red Lark,ferlar2
Barlow's Lark,barlar1
Dune Lark,dunlar3
Liben Lark,liblar1
Rudd's Lark,rudlar1
Cape Clapper Lark,caclar1
Eastern Clapper Lark,eaclar1
Collared Lark,collar1
Red-winged Lark,rewlar1
Rufous-naped Lark,runlar1
Ash's Lark,ashlar1
Somali Long-billed Lark,slblar1
Angola Lark,anglar1
Flappet Lark,flalar1
Kordofan Lark,korlar1
Williams's Lark,willar1
Friedmann's Lark,frilar1
Monotonous Lark,monlar2
White-tailed Lark,whtlar1
Latakoo Lark,latlar1
Australasian Bushlark,ausbus2
Singing Bushlark,sinbus1
Burmese Bushlark,burbus1
Bengal Bushlark,benbus1
Indochinese Bushlark,indbus3
Jerdon's Bushlark,jerbus2
Indian Bushlark,indbus2
Rusty Lark,ruslar1
Gillett's Lark,gillar1
Horned Lark,horlar
Temminck's Lark,temlar1
Blanford's Lark,blalar2
Erlanger's Lark,erllar1
Red-capped Lark,reclar1
Greater Short-toed Lark,gstlar1
Sykes's Short-toed Lark,sstlar4
Hume's Lark,humlar1
Bimaculated Lark,bimlar1
Calandra Lark,callar1
Tibetan Lark,tiblar1
Black Lark,blalar1
Mongolian Lark,monlar1
Dupont's Lark,duplar1
Dunn's Lark,dunlar2
Somali Short-toed Lark,sstlar1
Asian Short-toed Lark,lstlar2
Lesser Short-toed Lark,lstlar3
Sand Lark,sanlar1
Wood Lark,woolar1
Stark's Lark,stalar2
Sclater's Lark,scllar1
Short-tailed Lark,shtlar1
Pink-billed Lark,piblar1
Botha's Lark,botlar1
Obbia Lark,obblar1
Masked Lark,maslar1
White-winged Lark,whwlar1
Eurasian Skylark,skylar
Oriental Skylark,orisky1
Razo Skylark,razsky1
Sun Lark,sunlar1
Large-billed Lark,lablar1
Thekla's Lark,thelar1
Crested Lark,crelar2
Maghreb Lark,crelar3
Malabar Lark,mallar1
Tawny Lark,tawlar1
African River Martin,afrmar2
White-eyed River Martin,wermar2
Blue-and-white Swallow,bawswa1
Black-collared Swallow,blcswa2
Tawny-headed Swallow,tahswa2
Pale-footed Swallow,pafswa1
Brown-bellied Swallow,brbswa1
Andean Swallow,andswa2
Black-capped Swallow,blcswa1
White-thighed Swallow,whtswa1
White-banded Swallow,whbswa2
Northern Rough-winged Swallow,nrwswa
Southern Rough-winged Swallow,srwswa1
Purple Martin,purmar
Cuban Martin,cubmar
Caribbean Martin,carmar1
Sinaloa Martin,sinmar1
Gray-breasted Martin,gybmar
Southern Martin,soumar
Peruvian Martin,permar1
Galapagos Martin,galmar1
Brown-chested Martin,brcmar1
Tree Swallow,treswa
Tumbes Swallow,tumswa1
White-winged Swallow,whwswa1
White-rumped Swallow,whrswa1
Chilean Swallow,chiswa1
Mangrove Swallow,manswa1
Golden Swallow,golswa1
Violet-green Swallow,vigswa
Bahama Swallow,bahswa
Plain Martin,plamar1
Gray-throated Martin,gytmar1
Congo Martin,conmar1
Bank Swallow,banswa
Pale Sand Martin,pasmar1
Banded Martin,banmar1
Mascarene Martin,masmar1
Brazza's Martin,bramar1
Eurasian Crag-Martin,eurcrm1
Rock Martin,rocmar2
Dusky Crag-Martin,duscrm1
Barn Swallow,barswa
Red-chested Swallow,recswa1
Ethiopian Swallow,ethswa1
Angola Swallow,angswa1
White-throated Blue Swallow,wtbswa1
White-throated Swallow,whtswa3
Wire-tailed Swallow,witswa1
Welcome Swallow,welswa1
Hill Swallow,pacswa3
Pacific Swallow,pacswa1
Pied-winged Swallow,piwswa1
White-tailed Swallow,whtswa2
Pearl-breasted Swallow,pebswa1
Montane Blue Swallow,bluswa1
Black-and-rufous Swallow,barswa1
Greater Striped-Swallow,grests1
Red-rumped Swallow,rerswa1
Sri Lanka Swallow,srlswa1
Striated Swallow,strswa2
Lesser Striped-Swallow,lessts1
Rufous-chested Swallow,rucswa2
Mosque Swallow,mosswa2
Rufous-bellied Swallow,rubswa1
Red-throated Swallow,retswa2
Preuss's Swallow,preswa2
Red Sea Swallow,resswa2
South African Swallow,soaswa2
Forest Swallow,forswa2
Streak-throated Swallow,sttswa2
Fairy Martin,faimar2
Tree Martin,tremar2
Cliff Swallow,cliswa
Cave Swallow,cavswa
Chestnut-collared Swallow,chcswa2
Common House-Martin,cohmar1
Asian House-Martin,ashmar1
Nepal House-Martin,nephom1
Square-tailed Sawwing,sqtsaw1
Mountain Sawwing,mousaw1
White-headed Sawwing,whhsaw1
Black Sawwing,blksaw1
Fanti Sawwing,fansaw1
Gray-rumped Swallow,gyrswa1
White-backed Swallow,whbswa3
Fairy Flycatcher,faifly1
Yellow-bellied Fairy-Fantail,yebfan1
African Blue Flycatcher,afbfly1
White-tailed Blue Flycatcher,wtbfly1
Dusky Crested-Flycatcher,ducfly1
White-bellied Crested-Flycatcher,wbcfly1
White-tailed Crested-Flycatcher,wtcfly1
Gray-headed Canary-Flycatcher,gyhcaf1
Citrine Canary-Flycatcher,citcaf1
Fire-capped Tit,fictit1
Yellow-browed Tit,yebtit3
Sultan Tit,sultit1
Coal Tit,coatit2
Black-breasted Tit,bkbtit2
Rufous-vented Tit,ruvtit2
Yellow-bellied Tit,yebtit4
Elegant Tit,eletit2
Palawan Tit,paltit2
Crested Tit,cretit2
Gray-crested Tit,gyctit1
Chestnut-bellied Tit,vartit3
Iriomote Tit,vartit2
Varied Tit,vartit1
Owston's Tit,vartit4
White-fronted Tit,whftit2
White-browed Tit,whbtit4
Sombre Tit,somtit3
Pere David's Tit,pedtit1
Marsh Tit,martit2
Caspian Tit,castit2
Black-bibbed Tit,bkbtit1
Willow Tit,wiltit1
Sichuan Tit,sictit1
Carolina Chickadee,carchi
Black-capped Chickadee,bkcchi
Mountain Chickadee,mouchi
Mexican Chickadee,mexchi
Chestnut-backed Chickadee,chbchi
Boreal Chickadee,borchi2
Gray-headed Chickadee,gyhchi
Eurasian Blue Tit,blutit
African Blue Tit,afbtit2
Azure Tit,azutit2
Bridled Titmouse,britit
Oak Titmouse,oaktit
Juniper Titmouse,juntit1
Tufted Titmouse,tuftit
Black-crested Titmouse,blctit4
Ground Tit,grotit1
Green-backed Tit,grbtit1
Great Tit,gretit1
Cinereous Tit,gretit2
Japanese Tit,gretit4
White-naped Tit,whwtit2
Yellow Tit,yeltit2
Black-lored Tit,blltit1
Indian Tit,indtit1
Yellow-cheeked Tit,yectit1
White-shouldered Black-Tit,whsblt1
White-winged Black-Tit,whwblt3
Rufous-bellied Tit,rubtit3
White-bellied Tit,whbtit5
Southern Black-Tit,soublt1
Carp's Tit,cartit2
Dusky Tit,dustit2
Miombo Tit,miotit2
Stripe-breasted Tit,stbtit2
Somali Tit,somtit4
Red-throated Tit,rettit2
White-backed Black-Tit,whbblt1
Ashy Tit,ashtit2
Gray Tit,grytit1
Verdin,verdin
Eurasian Penduline-Tit,euptit1
Black-headed Penduline-Tit,bhptit1
White-crowned Penduline-Tit,wcptit1
Chinese Penduline-Tit,chptit1
Sennar Penduline-Tit,septit1
Mouse-colored Penduline-Tit,mcptit1
Yellow Penduline-Tit,yeptit1
Forest Penduline-Tit,foptit1
African Penduline-Tit,afptit1
Southern Penduline-Tit,soptit1
White-browed Tit-Warbler,wbtwar1
Crested Tit-Warbler,crtwar1
Long-tailed Tit,lottit1
Silver-throated Tit,lottit5
White-cheeked Tit,whctit1
Black-throated Tit,blttit2
White-throated Tit,whttit1
Black-browed Tit,bkbtit3
Sooty Tit,sootit1
Bushtit,bushti
Pygmy Tit,pygtit1
Indian Nuthatch,chbnut2
Chestnut-bellied Nuthatch,chbnut3
Burmese Nuthatch,chbnut4
Eurasian Nuthatch,eurnut2
Chestnut-vented Nuthatch,chvnut1
Kashmir Nuthatch,kasnut1
White-tailed Nuthatch,whtnut1
White-browed Nuthatch,whbnut1
Red-breasted Nuthatch,rebnut
White-cheeked Nuthatch,whcnut1
Przevalski's Nuthatch,prznut1
White-breasted Nuthatch,whbnut
Pygmy Nuthatch,pygnut
Brown-headed Nuthatch,bnhnut
Corsican Nuthatch,cornut1
Algerian Nuthatch,algnut1
Krüper's Nuthatch,krunut1
Snowy-browed Nuthatch,snbnut1
Yunnan Nuthatch,yunnut1
Western Rock Nuthatch,rocnut1
Eastern Rock Nuthatch,pernut1
Velvet-fronted Nuthatch,vefnut1
Yellow-billed Nuthatch,yebnut1
Sulphur-billed Nuthatch,subnut1
Blue Nuthatch,blunut1
Giant Nuthatch,gianut1
Beautiful Nuthatch,beanut1
Wallcreeper,wallcr1
Eurasian Treecreeper,eurtre1
Hodgson's Treecreeper,eurtre3
Sichuan Treecreeper,sictre1
Brown Creeper,brncre
Short-toed Treecreeper,shttre1
Bar-tailed Treecreeper,battre1
Rusty-flanked Treecreeper,ruftre4
Sikkim Treecreeper,bnttre1
Hume's Treecreeper,bnttre2
African Spotted-Creeper,spocre2
Indian Spotted-Creeper,spocre3
Rock Wren,rocwre
Nightingale Wren,nigwre1
Scaly-breasted Wren,scbwre1
Flutist Wren,fluwre1
Wing-banded Wren,wibwre1
Gray-mantled Wren,gymwre1
Tooth-billed Wren,tobwre1
Canyon Wren,canwre
Sumichrast's Wren,sumwre1
Nava's Wren,navwre1
Zapata Wren,zapwre1
House Wren,houwre
Cobb's Wren,houwre5
Socorro Wren,socwre2
Clarion Wren,clawre1
Rufous-browed Wren,rubwre2
Ochraceous Wren,ochwre1
Mountain Wren,mouwre1
Santa Marta Wren,samwre1
Tepui Wren,tepwre1
Eurasian Wren,winwre4
Pacific Wren,pacwre1
Winter Wren,winwre3
Timberline Wren,timwre1
Sedge Wren,sedwre
Merida Wren,merwre1
Apolinar's Wren,apowre1
Marsh Wren,marwre
Carolina Wren,carwre
Bewick's Wren,bewwre
White-headed Wren,whhwre1
Band-backed Wren,babwre1
Gray-barred Wren,grbwre1
Giant Wren,giawre1
Rufous-naped Wren,runwre1
Spotted Wren,spowre1
Boucard's Wren,bouwre1
Yucatan Wren,yucwre1
Cactus Wren,cacwre
Stripe-backed Wren,stbwre2
Fasciated Wren,faswre1
Bicolored Wren,bicwre1
Thrush-like Wren,thlwre1
Sooty-headed Wren,sohwre1
Black-bellied Wren,blbwre1
Plain-tailed Wren,pltwre1
Inca Wren,incwre1
Whiskered Wren,whiwre1
Moustached Wren,mouwre2
Coraya Wren,corwre1
Rufous-breasted Wren,rubwre1
Spot-breasted Wren,spbwre1
Speckle-breasted Wren,spbwre2
Happy Wren,hapwre1
Black-throated Wren,bltwre1
Sinaloa Wren,sinwre1
Banded Wren,banwre1
Rufous-and-white Wren,rawwre1
Antioquia Wren,antwre2
Niceforo's Wren,nicwre1
Stripe-breasted Wren,stbwre1
Stripe-throated Wren,sttwre1
Cabanis's Wren,plawre1
Canebrake Wren,plawre3
Isthmian Wren,istwre1
Riverside Wren,rivwre1
Bay Wren,baywre1
Superciliated Wren,supwre1
Buff-breasted Wren,bubwre1
Long-billed Wren,lobwre1
Fawn-breasted Wren,fabwre1
Gray Wren,grywre1
Rufous Wren,rufwre1
Sharpe's Wren,shawre1
Peruvian Wren,perwre1
Fulvous Wren,fulwre1
White-bellied Wren,whbwre1
White-breasted Wood-Wren,wbwwre1
Bar-winged Wood-Wren,bwwwre1
Gray-breasted Wood-Wren,gbwwre1
Hermit Wood-Wren,gybwow3
Munchique Wood-Wren,munwow1
Chestnut-breasted Wren,chbwre1
Song Wren,sonwre1
Musician Wren,muswre2
Collared Gnatwren,colgna1
Tawny-faced Gnatwren,tafgna1
Long-billed Gnatwren,lobgna1
Blue-gray Gnatcatcher,buggna
Cuban Gnatcatcher,cubgna1
California Gnatcatcher,calgna
Black-tailed Gnatcatcher,bktgna
Black-capped Gnatcatcher,bkcgna
White-lored Gnatcatcher,whlgna1
Tropical Gnatcatcher,trogna1
Creamy-bellied Gnatcatcher,crbgna1
Guianan Gnatcatcher,guigna1
Iquitos Gnatcatcher,iqugna1
Slate-throated Gnatcatcher,sltgna1
Masked Gnatcatcher,masgna1
White-throated Dipper,whtdip1
Brown Dipper,brodip1
American Dipper,amedip
White-capped Dipper,whcdip1
Rufous-throated Dipper,rutdip1
Sombre Greenbul,somgre1
Slender-billed Greenbul,slbgre1
Golden Greenbul,golgre1
Black-collared Bulbul,blcbul1
Red-tailed Bristlebill,combri2
Green-tailed Bristlebill,gntbri1
Lesser Bristlebill,lesbri2
Gray-headed Bristlebill,gyhbri1
Cameroon Mountain Greenbul,camgre2
Shelley's Greenbul,shegre1
Western Mountain-Greenbul,wesmog1
Eastern Mountain-Greenbul,easmog1
Stripe-cheeked Greenbul,stcgre1
Simple Greenbul,simgre1
Yellow-necked Greenbul,yengre1
Yellow-bellied Greenbul,yebgre1
Joyful Greenbul,joygre1
Prigogine's Greenbul,prigre1
Honeyguide Greenbul,hongre1
Sjöstedt's Greenbul,sjogre1
Yellow-throated Greenbul,yetgre1
Spotted Greenbul,spogre1
Swamp Greenbul,swagre1
Red-tailed Greenbul,retgre1
Western Bearded-Greenbul,wesbeg1
Eastern Bearded-Greenbul,easbeg1
Yellow-bearded Greenbul,yebgre3
White-bearded Greenbul,whbgre1
Gray Greenbul,grygre1
Ansorge's Greenbul,ansgre1
Plain Greenbul,plagre2
Yellow-whiskered Greenbul,yewgre1
Little Greenbul,litgre2
Leaf-love,leaf-l1
Terrestrial Brownbul,terbro1
Northern Brownbul,norbro1
Pale-olive Greenbul,paogre1
Gray-olive Greenbul,gyogre1
Baumann's Greenbul,baugre1
Toro Olive-Greenbul,toogre1
Fischer's Greenbul,fisgre1
Cabanis's Greenbul,cabgre1
Cameroon Olive-Greenbul,caogre1
Icterine Greenbul,ictgre1
Liberian Greenbul,libgre1
Sassi's Greenbul,sasgre1
Xavier's Greenbul,xavgre1
White-throated Greenbul,whtgre2
Yellow-streaked Greenbul,yesbul1
Gray-headed Greenbul,gyhgre1
Tiny Greenbul,tingre1
Usambara Greenbul,usabul1
Crested Finchbill,crefin1
Collared Finchbill,colfin1
Black-and-white Bulbul,bawbul2
Puff-backed Bulbul,pubbul1
Black-headed Bulbul,blhbul1
Andaman Bulbul,andbul1
Yellow-wattled Bulbul,yewbul1
Straw-headed Bulbul,sthbul1
Striated Bulbul,strbul2
Cream-striped Bulbul,crsbul1
Spot-necked Bulbul,spnbul1
Gray-headed Bulbul,gyhbul1
Flame-throated Bulbul,bkcbul1
Black-capped Bulbul,bkcbul2
Black-crested Bulbul,blcbul2
Ruby-throated Bulbul,bkcbul3
Bornean Bulbul,bkcbul4
Styan's Bulbul,stybul1
Scaly-breasted Bulbul,scbbul1
Gray-bellied Bulbul,gybbul1
Red-vented Bulbul,revbul
Red-whiskered Bulbul,rewbul
Brown-breasted Bulbul,brbbul1
Light-vented Bulbul,livbul1
Common Bulbul,combul2
Black-fronted Bulbul,blfbul1
Cape Bulbul,capbul1
White-spectacled Bulbul,whsbul1
White-eared Bulbul,whebul1
Himalayan Bulbul,whcbul2
Sooty-headed Bulbul,sohbul1
Blue-wattled Bulbul,blwbul1
Orange-spotted Bulbul,orsbul1
Stripe-throated Bulbul,sttbul1
Yellow-throated Bulbul,yetbul1
Yellow-eared Bulbul,yeebul1
Flavescent Bulbul,flabul1
White-browed Bulbul,whbbul2
Yellow-vented Bulbul,yevbul1
Olive-winged Bulbul,olwbul1
Ashy-fronted Bulbul,asfbul1
Ayeyarwady Bulbul,ayebul1
Streak-eared Bulbul,stebul2
Cream-vented Bulbul,crvbul1
Red-eyed Bulbul,reebul1
Spectacled Bulbul,spebul1
Bare-faced Bulbul,bafbul1
Hairy-backed Bulbul,habbul1
Hook-billed Bulbul,hobbul1
Finsch's Bulbul,finbul1
White-throated Bulbul,whtbul1
Puff-throated Bulbul,putbul1
Ochraceous Bulbul,ochbul1
Gray-cheeked Bulbul,gycbul1
Gray-throated Bulbul,gytbul1
Yellow-bellied Bulbul,yebbul2
Sangihe Golden-Bulbul,sangob1
Togian Golden-Bulbul,toggob1
Sula Golden-Bulbul,sulgob1
Halmahera Golden-Bulbul,halgob1
Obi Golden-Bulbul,obigob1
Buru Golden-Bulbul,golbul4
Seram Golden-Bulbul,golbul3
Sulphur-bellied Bulbul,subbul1
Buff-vented Bulbul,buvbul1
Charlotte's Bulbul,chabul1
Gray-eyed Bulbul,gyebul1
Cachar Bulbul,cacbul1
Olive Bulbul,olibul1
Yellow-browed Bulbul,yebbul3
Madagascar Bulbul,madbul1
Seychelles Bulbul,seybul1
Grand Comoro Bulbul,combul1
Moheli Bulbul,mohbul1
Reunion Bulbul,reubul1
Mauritius Bulbul,maubul1
Black Bulbul,blabul1
Square-tailed Bulbul,sqtbul1
Nicobar Bulbul,nicbul2
White-headed Bulbul,whhbul1
Brown-eared Bulbul,brebul1
Visayan Bulbul,visbul1
Zamboanga Bulbul,zambul1
Yellowish Bulbul,yelbul1
Mindoro Bulbul,minbul1
Streak-breasted Bulbul,stbbul1
Philippine Bulbul,phibul1
Ashy Bulbul,ashbul1
Chestnut Bulbul,chebul1
Mountain Bulbul,moubul2
Sunda Bulbul,sunbul2
Streaked Bulbul,strbul1
Golden-crowned Kinglet,gockin
Ruby-crowned Kinglet,ruckin
Goldcrest,goldcr1
Canary Islands Kinglet,caikin1
Flamecrest,flamec1
Firecrest,firecr2
Scaly-breasted Cupwing,sbwbab1
Chinese Cupwing,chicup1
Taiwan Cupwing,taiwrb1
Immaculate Cupwing,immwrb1
Pygmy Cupwing,pywbab1
Green Crombec,grecro1
Lemon-bellied Crombec,lebcro1
White-browed Crombec,whbcro2
Northern Crombec,norcro1
Short-billed Crombec,shbcro1
Red-capped Crombec,reccro1
Red-faced Crombec,refcro1
Somali Crombec,somcro1
Cape Crombec,capcro1
Rockrunner,damroc1
Moustached Grass-Warbler,mogwar1
Cape Grassbird,capgra1
Victorin's Warbler,viswar1
Kemp's Longbill,kemlon1
Yellow Longbill,yellon1
Gray Longbill,grylon1
Pulitzer's Longbill,pullon1
Kretschmer's Longbill,krelon1
Grauer's Warbler,grawar1
Green Hylia,grehyl1
Tit-hylia,tithyl1
Chestnut-capped Flycatcher,chcfly1
Yellow Flycatcher,yelfly2
Livingstone's Flycatcher,livfly1
Scrub Warbler,stswar1
Neumann's Warbler,neuwar1
Pale-footed Bush Warbler,pfbwar1
Timor Stubtail,timstu1
Bornean Stubtail,borstu1
Asian Stubtail,asistu1
Gray-bellied Tesia,gybtes1
Slaty-bellied Tesia,slbtes1
Javan Tesia,javtes1
Russet-capped Tesia,ructes1
Chestnut-crowned Bush Warbler,ccbwar1
Gray-sided Bush Warbler,gysbuw1
Chestnut-headed Tesia,chhtes1
Cetti's Warbler,cetwar1
Yellow-bellied Warbler,yebwar1
Rufous-faced Warbler,rufwar1
Black-faced Warbler,blfwar1
Mountain Tailorbird,moutai2
Rufous-headed Tailorbird,ruhtai2
Broad-billed Warbler,brbwar1
Philippine Bush Warbler,phbwar1
Japanese Bush Warbler,jabwar
Manchurian Bush Warbler,manbuw1
Palau Bush Warbler,pabwar1
Tanimbar Bush Warbler,tabwar1
Shade Warbler,shawar1
Odedi,odedi1
Fiji Bush Warbler,fibwar1
Brownish-flanked Bush Warbler,bfbwar1
Hume's Bush Warbler,yebbuw2
Yellowish-bellied Bush Warbler,ybbwar1
Sunda Bush Warbler,subwar4
Aberrant Bush Warbler,abbwar1
Red-faced Woodland-Warbler,rfwwar1
Laura's Woodland-Warbler,lauwow1
Yellow-throated Woodland-Warbler,yetwow1
Uganda Woodland-Warbler,ugawow1
Brown Woodland-Warbler,brwwar1
Black-capped Woodland-Warbler,bcwwar1
Willow Warbler,wlwwar
Common Chiffchaff,comchi1
Canary Islands Chiffchaff,caichi1
Iberian Chiffchaff,ibechi2
Mountain Chiffchaff,mouchi2
Plain Leaf Warbler,pllwar2
Western Bonelli's Warbler,webwar1
Eastern Bonelli's Warbler,eabwar1
Wood Warbler,woowar
Dusky Warbler,duswar
Smoky Warbler,smowar1
Tickell's Leaf Warbler,tilwar1
Buff-throated Warbler,butwar1
Sulphur-bellied Warbler,subwar2
Alpine Leaf Warbler,alplew1
Yellow-streaked Warbler,yeswar1
Radde's Warbler,radwar1
Buff-barred Warbler,bubwar1
Ashy-throated Warbler,astwar2
Pallas's Leaf Warbler,palwar5
Gansu Leaf Warbler,ganlew1
Pale-rumped Warbler,parwar1
Sichuan Leaf Warbler,siclew1
Chinese Leaf Warbler,chilew1
Brooks's Leaf Warbler,brlwar1
Yellow-browed Warbler,yebwar3
Hume's Warbler,humwar1
Arctic Warbler,arcwar1
Kamchatka Leaf Warbler,arcwar2
Japanese Leaf Warbler,arcwar3
Green Warbler,grnwar1
Greenish Warbler,grewar3
Two-barred Warbler,grewar2
Pale-legged Leaf Warbler,pllwar1
Sakhalin Leaf Warbler,salwar1
Large-billed Leaf Warbler,lblwar1
Tytler's Leaf Warbler,tylwar1
Western Crowned Warbler,weclew1
Eastern Crowned Warbler,eacwar1
Ijima's Leaf Warbler,ijlwar1
Blyth's Leaf Warbler,blylew1
Claudia's Leaf Warbler,clalew1
Hartert's Leaf Warbler,harlew1
Hainan Leaf Warbler,halwar1
Emei Leaf Warbler,emlwar1
Davison's Leaf Warbler,davlew1
Kloss's Leaf Warbler,klolew1
Limestone Leaf Warbler,limlew1
Yellow-vented Warbler,yevwar1
Sulphur-breasted Warbler,subwar3
Lemon-throated Leaf Warbler,letwar1
Mountain Leaf Warbler,mouwar2
Sulawesi Leaf Warbler,sulwar1
Timor Leaf Warbler,tilwar2
Island Leaf Warbler,islwar1
Philippine Leaf Warbler,phlwar1
Makira Leaf Warbler,sclwar1
Kolombangra Leaf Warbler,kullew1
Gray-hooded Warbler,gyhwar2
Golden-spectacled Warbler,goswar1
Gray-crowned Warbler,gycwar1
Plain-tailed Warbler,pltwar1
Martens's Warbler,marwar4
Whistler's Warbler,whiwar2
Bianchi's Warbler,biawar1
White-spectacled Warbler,whswar1
Gray-cheeked Warbler,gycwar2
Chestnut-crowned Warbler,chcwar2
Yellow-breasted Warbler,yebwar2
Sunda Warbler,sunwar1
Aldabra Brush-Warbler,albwar1
Anjouan Brush-Warbler,anbwar1
Madagascar Brush-Warbler,madbrw1
Subdesert Brush-Warbler,subbrw1
Grand Comoro Brush-Warbler,gcbwar1
Moheli Brush-Warbler,mohbrw1
Papyrus Yellow-Warbler,paywar1
Thick-billed Warbler,thbwar1
Booted Warbler,boowar1
Sykes's Warbler,sykwar2
Eastern Olivaceous Warbler,eaowar1
Western Olivaceous Warbler,weowar1
African Yellow-Warbler,afywar1
Mountain Yellow-Warbler,moywar1
Upcher's Warbler,upcwar1
Olive-tree Warbler,oltwar1
Melodious Warbler,melwar1
Icterine Warbler,ictwar1
Aquatic Warbler,aquwar1
Black-browed Reed Warbler,bbrwar1
Streaked Reed Warbler,strwar1
Moustached Warbler,mouwar1
Sedge Warbler,sedwar1
Paddyfield Warbler,padwar1
Blunt-winged Warbler,blwwar1
Manchurian Reed Warbler,manrew1
Blyth's Reed Warbler,blrwar1
Large-billed Reed Warbler,labrew1
Marsh Warbler,marwar3
Eurasian Reed Warbler,eurwar1
African Reed Warbler,afrwar1
Basra Reed Warbler,barwar2
Lesser Swamp Warbler,leswar1
Greater Swamp Warbler,grswar2
Cape Verde Swamp Warbler,cvswar1
Madagascar Swamp Warbler,maswar1
Rodrigues Warbler,rodbrw1
Seychelles Warbler,sebwar1
Great Reed Warbler,grrwar1
Oriental Reed Warbler,orrwar1
Clamorous Reed Warbler,clrwar1
Nightingale Reed Warbler,nigrew1
Saipan Reed Warbler,sairew1
Australian Reed Warbler,aurwar1
Caroline Reed Warbler,carrew1
Aguiguan Reed Warbler,agurew1
Kiritimati Reed Warbler,chiwar1
Southern Marquesan Reed Warbler,marwar2
Pagan Reed Warbler,pagrew1
Nauru Reed Warbler,narwar1
Millerbird,miller
Pitcairn Reed Warbler,pirwar2
Henderson Island Reed Warbler,hirwar1
Cook Islands Reed Warbler,cirwar2
Rimitara Reed Warbler,rimrew1
Society Islands Reed Warbler,soirew1
Tahiti Reed Warbler,tahrew1
Moorea Reed Warbler,moorew1
Northern Marquesan Reed Warbler,marrew2
Tuamotu Reed Warbler,turwar1
Mangareva Reed Warbler,manrew2
Cordillera Ground-Warbler,luzwrb1
Sierra Madre Ground-Warbler,simgrw1
Bicol Ground-Warbler,gybbab2
Spinifexbird,spibir1
Fernbird,fernbi1
Chatham Islands Fernbird,chifer1
Little Grassbird,litgra1
Brown Songlark,broson1
Tawny Grassbird,tawgra1
Rufous Songlark,rufson1
Striated Grassbird,strgra1
Fly River Grassbird,flrgra1
Malia,malia1
Fan-tailed Grassbird,fatgra1
Broad-tailed Grassbird,brtgra2
Barratt's Warbler,afswar1
Bangwa Warbler,banscw1
Evergreen-forest Warbler,camscw1
Cinnamon Bracken-Warbler,cibwar1
Knysna Warbler,knswar1
Brown Emutail,bretai1
Grauer's Swamp Warbler,grswar1
Little Rush-Warbler,afbwar1
Dja River Swamp Warbler,jrswar1
White-winged Swamp Warbler,wwswar1
Bamboo Warbler,baswar1
Gray's Grasshopper-Warbler,grgwar1
Sakhalin Grasshopper-Warbler,sakwar1
Marsh Grassbird,margra1
Pallas's Grasshopper-Warbler,pagwar1
Middendorff's Grasshopper-Warbler,migwar
Pleske's Grasshopper-Warbler,plewar1
Lanceolated Warbler,lanwar
Eurasian River Warbler,eurwar2
Savi's Warbler,savwar1
Brown Bush Warbler,brbwar2
Chinese Bush Warbler,chbwar1
Long-billed Bush Warbler,lbbwar1
Common Grasshopper-Warbler,cogwar1
Long-tailed Bush Warbler,ltbwar1
Chestnut-backed Bush Warbler,cbbwar1
Baikal Bush Warbler,spobuw1
West Himalayan Bush Warbler,spobuw2
Spotted Bush Warbler,spobuw3
Taiwan Bush Warbler,taibuw1
